,Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season,Club_Name
1796,Logan Ketterer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1797,Eric Dick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1798,Ben Lundgaard,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1799,Jake Gleeson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1800,Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1801,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1802,Steve Clark,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1803,Mitch Hildebrandt,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1804,Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1805,Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1806,Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1807,Quentin Westberg,,GK,4,4,390,24,17,6,1.5,0/1,3,1,0,0,75.0,70.8,2019,post,
1808,Stefan Frei,,GK,4,4,390,17,12,5,1.25,0/0,4,0,0,1,100.0,70.6,2019,post,
1809,Brad Guzan,,GK,3,3,270,13,11,2,0.67,0/0,2,1,0,2,66.7,84.6,2019,post,
1810,Nick Rimando,,GK,2,2,180,14,9,3,1.5,0/0,1,1,0,0,50.0,64.3,2019,post,
1811,David Bingham,,GK,2,2,180,10,4,6,3.0,0/0,1,1,0,0,50.0,40.0,2019,post,
1812,Tyler Miller,,GK,2,2,180,11,5,6,3.0,0/0,1,1,0,0,50.0,45.5,2019,post,
1813,Andre Blake,,GK,2,2,210,10,5,5,2.5,0/0,1,1,0,0,50.0,50.0,2019,post,
1814,Sean Johnson,,GK,1,1,90,7,5,2,2.0,1/1,0,1,0,0,0.0,71.4,2019,post,
1815,Vito Mannone,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2019,post,
1816,Steve Clark,,GK,1,1,90,7,5,2,2.0,0/0,0,1,0,0,0.0,71.4,2019,post,
1817,Matt Turner,,GK,1,1,90,5,4,1,1.0,0/0,0,1,0,0,0.0,80.0,2019,post,
1818,Jesse Gonzalez,,GK,1,1,120,10,5,4,4.0,0/0,0,1,0,0,0.0,50.0,2019,post,
1819,Luis Robles,,GK,1,1,120,9,5,4,4.0,0/0,0,1,0,0,0.0,55.6,2019,post,
1820,Bill Hamid,,GK,1,1,120,17,12,5,5.0,0/0,0,1,0,0,0.0,70.6,2019,post,
1821,Alex Horwath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1822,Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1823,Joe Bendik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1824,Jimmy Maurer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1825,Cody Cropper,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1826,Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1827,Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1828,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1829,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1830,Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1831,Caleb Patterson-Sewell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1832,Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1833,Bobby Shuttleworth,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1834,Earl Edwards Jr.,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1835,Aljaz Ivacic,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1836,Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1837,Kyle Zobeck,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1838,Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1839,Trey Muse,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1840,Luis Barraza,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1841,Evan Louro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1842,Dayne St. Clair,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1843,Justin Vom Steeg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1844,Andrew Putna,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1845,Matt Freese,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1846,David Ochoa,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1847,Phillip Ejimadu,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1848,Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1849,Pablo Sisniega,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1850,Brendan Moore,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1851,Jeff Caldwell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post,
1852,Brad Guzan,ATL,GK,23,23,2070,91,59,30,1.3,0/0,6,13,4,6,26.1,64.8,2020,reg,Atlanta United FC
1853,Sean Johnson,NYC,GK,23,23,2070,107,81,25,1.09,3/4,12,8,3,7,52.2,75.7,2020,reg,New York City FC
1854,Joe Willis,NSH,GK,23,23,2070,92,69,22,0.96,0/0,8,7,8,9,34.8,75.0,2020,reg,Nashville SC
1855,Marko Maric,HOU,GK,23,23,2070,122,79,40,1.74,3/3,4,10,9,3,17.4,64.8,2020,reg,Houston Dynamo FC
1856,Matt Turner,NE,GK,22,22,1980,90,68,24,1.09,1/1,8,7,7,6,36.4,75.6,2020,reg,New England Revolution
1857,Stefan Frei,SEA,GK,22,22,1980,83,60,23,1.05,2/2,11,5,6,6,50.0,72.3,2020,reg,Seattle Sounders FC
1858,Andre Blake,PHI,GK,21,21,1889,81,63,18,0.86,1/2,13,3,5,8,61.9,77.8,2020,reg,Philadelphia Union
1859,Tim Melia,SKC,GK,20,20,1784,77,56,21,1.05,0/2,11,5,3,7,55.0,72.7,2020,reg,Sporting Kansas City
1860,Quentin Westberg,TOR,GK,20,20,1800,75,48,26,1.3,2/2,11,5,4,6,55.0,64.0,2020,reg,Toronto FC
1861,Clement Diop,MTL,GK,20,20,1800,110,73,36,1.8,2/3,7,11,2,3,35.0,66.4,2020,reg,CF Montreal
1862,Steve Clark,POR,GK,20,20,1800,94,64,29,1.45,1/2,10,4,6,5,50.0,68.1,2020,reg,Portland Timbers
1863,Pedro Gallese,ORL,GK,19,19,1710,71,52,20,1.05,1/2,11,3,5,3,57.9,73.2,2020,reg,Orlando City SC
1864,David Bingham,LA,GK,18,18,1620,87,52,35,1.94,3/5,5,9,4,3,27.8,59.8,2020,reg,LA Galaxy
1865,Eloy Room,CLB,GK,17,17,1511,57,41,15,0.88,4/4,9,3,5,7,52.9,71.9,2020,reg,Columbus Crew SC
1866,Bobby Shuttleworth,CHI,GK,17,17,1530,81,53,28,1.65,1/2,4,6,7,4,23.5,65.4,2020,reg,Chicago Fire FC
1867,Bill Hamid,DC,GK,17,17,1530,88,55,32,1.88,2/3,3,10,4,2,17.6,62.5,2020,reg,DC United
1868,Jimmy Maurer,DAL,GK,16,16,1392,68,54,13,0.81,2/2,6,4,5,7,37.5,79.4,2020,reg,FC Dallas
1869,Luis Robles,MIA,GK,15,15,1350,58,34,25,1.67,2/4,3,10,2,2,20.0,58.6,2020,reg,Inter Miami CF
1870,Andrew Putna,RSL,GK,15,15,1350,62,38,26,1.73,1/1,4,7,4,4,26.7,61.3,2020,reg,Real Salt Lake
1871,William Yarbrough,COL,GK,14,14,1260,69,48,20,1.43,2/2,6,4,4,4,42.9,69.6,2020,reg,Colorado Rapids
1872,Pablo Sisniega,LAFC,GK,14,14,1260,58,35,23,1.64,4/4,7,5,2,2,50.0,60.3,2020,reg,LAFC
1873,Ryan Meara,RBNY,GK,13,13,1142,55,39,16,1.23,3/3,5,4,4,3,38.5,70.9,2020,reg,
1874,Dayne St. Clair,MIN,GK,13,13,1170,63,48,12,0.92,0/2,6,2,5,6,46.2,76.2,2020,reg,Minnesota United FC
1875,Przemyslaw Tyton,CIN,GK,12,12,1071,48,30,18,1.5,1/1,2,7,3,5,16.7,62.5,2020,reg,FC Cincinnati
1876,Daniel Vega,SJ,GK,12,12,1080,79,42,37,3.08,3/4,2,6,4,3,16.7,53.2,2020,reg,San Jose Earthquakes
1877,David Jensen,RBNY,GK,11,10,928,41,25,15,1.5,0/0,4,5,1,1,36.4,61.0,2020,reg,
1878,JT Marcinkowski,SJ,GK,11,11,990,39,25,14,1.27,0/0,6,3,2,4,54.5,64.1,2020,reg,San Jose Earthquakes
1879,Spencer Richey,CIN,GK,10,9,819,34,19,15,1.67,1/1,1,7,1,2,10.0,55.9,2020,reg,FC Cincinnati
1880,Thomas Hasal,VAN,GK,9,8,752,50,35,14,1.75,1/1,4,4,0,1,44.4,70.0,2020,reg,Vancouver Whitecaps
1881,John McCarthy,MIA,GK,8,8,720,31,19,10,1.25,2/2,4,3,1,1,50.0,61.3,2020,reg,Inter Miami CF
1882,Kenneth Vermeer,LAFC,GK,8,8,720,36,19,16,2.0,0/1,2,3,3,1,25.0,52.8,2020,reg,LAFC
1883,Evan Bush,VAN,GK,8,8,720,32,22,10,1.25,1/1,4,4,0,1,50.0,68.8,2020,reg,Vancouver Whitecaps
1884,Andrew Tarbell,CLB,GK,7,6,559,24,17,6,1.0,2/2,3,3,0,2,42.9,70.8,2020,reg,Columbus Crew SC
1885,Zac MacMath,RSL,GK,6,6,540,21,14,7,1.17,0/0,1,2,3,3,16.7,66.7,2020,reg,Real Salt Lake
1886,Chris Seitz,DC,GK,6,6,540,32,22,9,1.5,0/0,2,2,2,2,33.3,68.8,2020,reg,DC United
1887,Kenneth Kronholm,CHI,GK,5,5,450,17,7,8,1.6,0/0,1,3,1,0,20.0,41.2,2020,reg,Chicago Fire FC
1888,Tyler Miller,MIN,GK,5,5,450,19,13,6,1.2,2/2,3,0,2,1,60.0,68.4,2020,reg,Minnesota United FC
1889,Kyle Zobeck,DAL,GK,4,3,318,18,11,6,2.0,1/1,2,1,1,0,50.0,61.1,2020,reg,FC Dallas
1890,Maxime Crepeau,VAN,GK,4,4,328,22,12,10,2.5,1/1,1,3,0,1,25.0,54.5,2020,reg,Vancouver Whitecaps
1891,Brian Rowe ,ORL,GK,4,4,360,21,16,5,1.25,0/0,0,1,3,1,0.0,76.2,2020,reg,Orlando City SC
1892,Clint Irwin,COL,GK,4,4,360,22,14,8,2.0,0/1,2,2,0,0,50.0,63.6,2020,reg,Colorado Rapids
1893,Jonathan Klinsmann,LA,GK,4,4,360,30,17,11,2.75,1/1,1,3,0,1,25.0,56.7,2020,reg,LA Galaxy
1894,Bryan Meredith,VAN,GK,3,3,270,27,20,10,3.33,0/0,0,3,0,0,0.0,74.1,2020,reg,Vancouver Whitecaps
1895,Alex Bono,TOR,GK,3,3,270,16,16,0,0.0,0/1,2,0,1,3,66.7,100.0,2020,reg,Toronto FC
1896,Greg Ranjitsingh,MIN,GK,3,3,270,22,15,8,2.67,1/1,0,3,0,0,0.0,68.2,2020,reg,Minnesota United FC
1897,James Pantemis,MTL,GK,3,3,270,24,17,7,2.33,0/0,1,2,0,0,33.3,70.8,2020,reg,CF Montreal
1898,Joe Bendik,PHI,GK,2,1,91,3,1,2,2.0,0/0,0,1,0,0,0.0,33.3,2020,reg,Philadelphia Union
1899,Richard Sanchez,SKC,GK,2,1,104,5,2,4,4.0,0/0,1,1,0,0,50.0,40.0,2020,reg,Sporting Kansas City
1900,Jesse Gonzalez,DAL,GK,2,2,180,5,3,2,1.0,0/0,1,0,1,1,50.0,60.0,2020,reg,FC Dallas
1901,Aljaz Ivacic,POR,GK,2,2,180,8,5,3,1.5,0/0,1,1,0,0,50.0,62.5,2020,reg,Portland Timbers
1902,Bobby Edwards,CIN,GK,2,2,180,6,3,3,1.5,1/1,1,1,0,0,50.0,50.0,2020,reg,FC Cincinnati
1903,Matt Freese,PHI,GK,1,1,90,1,1,0,0.0,0/0,1,0,0,1,100.0,100.0,2020,reg,Philadelphia Union
1904,David Ochoa,RSL,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2020,reg,Real Salt Lake
1905,Phelipe Megiolaro,DAL,GK,1,1,90,9,6,3,3.0,0/0,0,1,0,0,0.0,66.7,2020,reg,FC Dallas
1906,Connor Sparrow,CHI,GK,1,1,90,7,4,3,3.0,0/0,0,1,0,0,0.0,57.1,2020,reg,Chicago Fire FC
1907,Brad Knighton,NE,GK,1,1,90,6,5,1,1.0,0/0,0,0,1,0,0.0,83.3,2020,reg,New England Revolution
1908,Jeff Attinella,POR,GK,1,1,90,7,4,3,3.0,0/0,0,1,0,0,0.0,57.1,2020,reg,Portland Timbers
1909,Jon Kempin,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Columbus Crew SC
1910,Cody Cropper,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Houston Dynamo FC
1911,Ben Lundt,CIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,FC Cincinnati
1912,Earl Edwards Jr.,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,DC United
1913,Matt Lampson,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Columbus Crew SC
1914,Carlos Avilez,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,FC Dallas
1915,Trey Muse,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Seattle Sounders FC
1916,Luis Barraza,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,New York City FC
1917,Justin Vom Steeg,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,LA Galaxy
1918,Adrian Zendejas,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Minnesota United FC
1919,Eric Lopez,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,LA Galaxy
1920,Mason Stajduhar,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Orlando City SC
1921,Brady Scott,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Nashville SC
1922,Andre Rawls,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Colorado Rapids
1923,Kevin Silva,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Toronto FC
1924,Brad Stuver,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,New York City FC
1925,Alec Kann,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Atlanta United FC
1926,Brendan Moore,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Atlanta United FC
1927,Jeff Caldwell,NE,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,New England Revolution
1928,Matt Bersano,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,San Jose Earthquakes
1929,Kendall McIntosh,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,
1930,John Pulskamp,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Sporting Kansas City
1931,Jonathan Sirois,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,CF Montreal
1932,Abraham Rodriguez,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Colorado Rapids
1933,Michael Nelson,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Houston Dynamo FC
1934,Jason Beaulieu,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,CF Montreal
1935,Phillip Ejimadu,LAFC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,LAFC
1936,Beckham Sunderland,CIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,FC Cincinnati
1937,Isaac Boehmer,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Vancouver Whitecaps
1938,Gabriel Slonina,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Chicago Fire FC
1939,Fred Emmings,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Minnesota United FC
1940,Emmanuel Ochoa,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,San Jose Earthquakes
1941,Drake Callender,MIA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Inter Miami CF
1942,Elliot Panicco,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Nashville SC
1943,Eric Dick,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Sporting Kansas City
1944,Stefan Cleveland,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg,Seattle Sounders FC
1945,Stefan Frei,,GK,4,4,360,14,8,6,1.5,0/1,3,1,0,1,75.0,57.1,2020,post,
1946,Matt Turner,,GK,4,4,360,19,16,3,0.75,0/1,3,1,0,1,75.0,84.2,2020,post,
1947,Dayne St. Clair,,GK,3,3,270,17,12,3,1.0,0/0,2,1,0,2,66.7,70.6,2020,post,
1948,Joe Willis,,GK,3,3,330,11,9,2,0.67,0/0,2,1,0,2,66.7,81.8,2020,post,
1949,Eloy Room,,GK,2,2,180,6,4,2,1.0,0/0,2,0,0,1,100.0,66.7,2020,post,
1950,Jimmy Maurer,,GK,2,2,210,10,8,2,1.0,0/0,0,1,1,0,0.0,80.0,2020,post,
1951,Tim Melia,,GK,2,2,210,16,10,6,3.0,0/0,0,1,1,0,0.0,62.5,2020,post,
1952,Andrew Tarbell,,GK,2,2,210,8,8,0,0.0,0/0,2,0,0,2,100.0,100.0,2020,post,
1953,Clement Diop,,GK,1,1,90,9,7,2,2.0,0/0,0,1,0,0,0.0,77.8,2020,post,
1954,Ryan Meara,,GK,1,1,90,11,8,3,3.0,1/1,0,1,0,0,0.0,72.7,2020,post,
1955,Brian Rowe ,,GK,1,1,90,6,3,3,3.0,1/1,0,1,0,0,0.0,50.0,2020,post,
1956,William Yarbrough,,GK,1,1,90,8,5,3,3.0,0/0,0,1,0,0,0.0,62.5,2020,post,
1957,John McCarthy,,GK,1,1,90,4,1,3,3.0,1/1,0,1,0,0,0.0,25.0,2020,post,
1958,Andre Blake,,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,2020,post,
1959,Pablo Sisniega,,GK,1,1,90,3,0,3,3.0,0/0,0,1,0,0,0.0,0.0,2020,post,
1960,Steve Clark,,GK,1,1,120,5,4,1,1.0,0/0,0,0,1,0,0.0,80.0,2020,post,
1961,Quentin Westberg,,GK,1,1,120,6,5,1,1.0,0/0,0,1,0,0,0.0,83.3,2020,post,
1962,Sean Johnson,,GK,1,1,120,3,2,1,1.0,1/1,0,0,1,0,0.0,66.7,2020,post,
1963,Pedro Gallese,,GK,1,1,120,7,6,1,1.0,0/0,0,0,1,0,0.0,85.7,2020,post,
1964,JT Marcinkowski,,GK,1,1,120,8,5,3,3.0,0/0,0,0,1,0,0.0,62.5,2020,post,
1965,Luis Barraza,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1966,Kevin Silva,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1967,Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1968,Carlos Avilez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1969,Trey Muse,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1970,James Pantemis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1971,Stefan Cleveland,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1972,Matt Freese,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1973,Eric Dick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1974,Phelipe Megiolaro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1975,John Pulskamp,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1976,Jonathan Sirois,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1977,Abraham Rodriguez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1978,Phillip Ejimadu,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1979,Fred Emmings,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1980,Emmanuel Ochoa,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1981,Drake Callender,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1982,Elliot Panicco,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1983,Kenneth Vermeer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1984,David Jensen,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1985,Luis Robles,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1986,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1987,Daniel Vega,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1988,Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1989,Joe Bendik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1990,Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1991,Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1992,Richard Sanchez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1993,Clint Irwin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1994,Aljaz Ivacic,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1995,Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1996,Kyle Zobeck,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1997,Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1998,Tyler Miller,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
1999,Jeff Caldwell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
2000,Greg Ranjitsingh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
2001,Adrian Zendejas,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
2002,Mason Stajduhar,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
2003,Brady Scott,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
2004,Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
2005,Matt Bersano,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post,
